latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-23.514938,-46.610504,745.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2024-07-15,3,15.7,0.00,15.4
2024-07-16,51,15.9,0.10,18.0
2024-07-17,51,16.5,0.20,7.9
2024-07-18,3,16.5,0.00,16.8
2024-07-19,3,14.2,0.00,11.2
2024-07-20,3,13.7,0.00,11.6
2024-07-21,3,15.3,0.00,17.5
2024-07-22,3,15.7,0.00,17.1
2024-07-23,3,14.8,0.00,11.9
2024-07-24,3,15.9,0.00,15.2
2024-07-25,2,16.5,0.00,15.8
2024-07-26,3,18.1,0.00,9.7
2024-07-27,3,18.4,0.00,10.9
2024-07-28,3,19.0,0.00,20.7
2024-07-29,51,17.9,0.30,24.1
2024-07-30,53,14.7,3.30,20.1
2024-07-31,3,16.1,0.00,24.7
2024-08-01,3,17.0,0.00,15.0
2024-08-02,1,17.2,0.00,14.8
2024-08-03,0,18.6,0.00,14.7
2024-08-04,2,19.4,0.00,19.7
2024-08-05,1,20.4,0.00,12.0
2024-08-06,1,20.2,0.00,19.8
2024-08-07,3,21.8,0.00,25.8
2024-08-08,3,22.9,0.00,25.2
2024-08-09,53,18.4,4.70,14.0
2024-08-10,65,12.0,40.40,20.1
2024-08-11,3,11.1,0.00,13.6
2024-08-12,3,12.6,0.00,19.8
2024-08-13,51,9.3,0.10,18.9
2024-08-14,3,11.8,0.00,15.6
2024-08-15,3,16.3,0.00,12.1
2024-08-16,0,19.1,0.00,11.0
2024-08-17,0,20.2,0.00,11.1
2024-08-18,0,20.9,0.00,12.5
2024-08-19,0,20.5,0.00,13.0
2024-08-20,3,20.3,0.00,17.6
2024-08-21,3,19.0,0.00,18.4
2024-08-22,0,20.8,0.00,20.0
2024-08-23,3,23.7,0.00,29.8
2024-08-24,63,17.0,4.20,31.5
2024-08-25,61,12.9,8.60,17.3
2024-08-26,51,10.2,0.20,15.8
2024-08-27,3,8.5,0.00,20.0
2024-08-28,3,11.6,0.00,17.7
2024-08-29,3,16.0,0.00,15.2
2024-08-30,0,18.4,0.00,8.7
2024-08-31,2,19.1,0.00,14.3
2024-09-01,3,20.7,0.00,19.7
2024-09-02,3,20.0,0.00,22.1
2024-09-03,3,20.5,0.00,20.6
2024-09-04,0,22.9,0.00,24.0
2024-09-05,51,20.3,0.20,23.4
2024-09-06,51,17.7,0.20,24.2
2024-09-07,3,22.5,0.00,14.3
2024-09-08,1,24.7,0.00,15.3
2024-09-09,0,24.6,0.00,19.1
2024-09-10,3,24.2,0.00,19.5
2024-09-11,3,25.5,0.00,17.7
2024-09-12,3,26.1,0.00,19.2
2024-09-13,3,26.0,0.00,20.2
2024-09-14,3,25.1,0.00,24.3
2024-09-15,51,18.8,0.50,23.4
2024-09-16,55,16.8,8.10,22.8
2024-09-17,51,15.3,1.90,24.7
2024-09-18,3,16.3,0.00,25.1
2024-09-19,53,18.7,0.60,17.0
2024-09-20,51,22.6,0.10,20.9
2024-09-21,53,20.9,0.80,20.1
2024-09-22,3,22.4,0.00,18.6
2024-09-23,0,23.4,0.00,23.7
2024-09-24,2,23.2,0.00,22.7
2024-09-25,3,25.4,0.00,17.8
2024-09-26,3,27.8,0.00,15.2
2024-09-27,51,21.9,1.60,27.1
2024-09-28,51,17.9,0.20,23.9
2024-09-29,3,19.4,0.00,22.6
2024-09-30,51,21.4,0.10,25.7
2024-10-01,3,25.9,0.00,19.7
2024-10-02,3,26.8,0.00,21.7
2024-10-03,55,19.4,3.90,31.4
2024-10-04,63,15.8,7.80,23.7
2024-10-05,51,17.3,0.20,21.5
2024-10-06,3,17.6,0.00,20.2
2024-10-07,3,17.7,0.00,18.6
2024-10-08,3,20.1,0.00,19.8
2024-10-09,51,18.1,0.10,25.1
2024-10-10,63,19.7,9.90,19.1
2024-10-11,61,21.5,8.20,22.7
2024-10-12,53,21.6,2.70,31.1
2024-10-13,51,18.7,0.10,25.6
2024-10-14,51,18.7,0.30,22.7
2024-10-15,3,19.5,0.00,19.3
2024-10-16,61,20.8,2.50,21.8
2024-10-17,51,20.8,0.10,22.8
2024-10-18,3,19.6,0.00,23.7
2024-10-19,61,17.8,7.10,23.7
2024-10-20,61,16.5,10.00,21.3
2024-10-21,51,20.2,0.30,20.8
2024-10-22,51,22.7,0.80,14.9
2024-10-23,63,22.3,13.20,12.6
2024-10-24,63,23.4,10.10,29.5
2024-10-25,61,22.6,7.30,41.9
2024-10-26,61,22.5,2.60,25.0
2024-10-27,51,17.5,1.30,21.6
2024-10-28,3,17.9,0.00,17.1
2024-10-29,51,18.8,0.90,20.0
2024-10-30,51,19.3,0.10,21.1
2024-10-31,55,18.5,1.80,21.5
2024-11-01,53,19.6,1.40,17.0
2024-11-02,65,21.1,13.30,16.5
2024-11-03,63,20.0,16.90,17.0
2024-11-04,61,20.4,10.00,16.6
2024-11-05,63,21.1,15.00,16.4
2024-11-06,63,21.5,24.30,14.8
2024-11-07,63,20.6,19.10,28.8
2024-11-08,63,20.1,41.30,26.3
2024-11-09,53,18.2,1.50,19.2
2024-11-10,51,17.0,0.10,17.4
2024-11-11,3,19.9,0.00,19.2
2024-11-12,61,21.9,1.90,14.7
2024-11-13,63,18.0,11.20,13.6
2024-11-14,51,17.3,0.10,12.6
2024-11-15,61,19.7,4.60,14.3
2024-11-16,63,20.6,18.80,9.4
2024-11-17,51,21.0,0.40,10.4
2024-11-18,3,22.8,0.00,10.0
2024-11-19,1,23.2,0.00,14.4
2024-11-20,53,23.5,1.90,11.9
2024-11-21,51,22.1,0.80,16.1
2024-11-22,53,20.7,2.20,15.1
2024-11-23,53,20.2,2.50,17.5
2024-11-24,51,18.9,0.20,13.8
2024-11-25,51,20.9,0.20,11.4
2024-11-26,3,24.7,0.00,13.4
2024-11-27,3,27.5,0.00,13.6
2024-11-28,61,27.6,5.00,17.5
2024-11-29,55,23.2,3.80,14.5
2024-11-30,55,23.1,2.70,13.2
2024-12-01,51,23.2,0.40,13.0
2024-12-02,61,24.3,5.50,21.6
2024-12-03,63,21.7,20.90,15.6
2024-12-04,61,19.1,2.20,15.1
2024-12-05,65,20.7,15.60,13.2
2024-12-06,61,24.1,2.80,17.8
2024-12-07,51,26.4,0.20,20.2
2024-12-08,61,23.3,4.40,8.7
2024-12-09,61,23.3,2.80,12.6
2024-12-10,63,22.4,22.50,19.2
2024-12-11,51,19.3,1.10,15.9
2024-12-12,51,19.6,0.30,14.5
2024-12-13,51,21.0,1.30,11.7
2024-12-14,55,21.6,2.70,23.4
2024-12-15,63,21.7,8.20,22.2
2024-12-16,51,23.1,0.70,23.4
2024-12-17,53,22.7,0.80,15.2
2024-12-18,51,21.8,0.20,13.5
2024-12-19,3,24.1,0.00,12.0
2024-12-20,63,24.8,7.40,19.3
2024-12-21,65,22.6,14.90,15.6
2024-12-22,63,21.6,14.80,11.8
2024-12-23,61,21.1,6.80,16.9
2024-12-24,53,20.8,3.60,14.8
2024-12-25,63,22.9,5.30,10.5
2024-12-26,63,21.5,36.80,13.3
2024-12-27,63,21.5,35.00,15.1
2024-12-28,53,22.3,3.50,14.0
2024-12-29,63,22.0,4.60,16.1
2024-12-30,63,21.1,6.20,15.0
2024-12-31,63,21.7,4.20,10.5
2025-01-01,63,22.3,5.10,11.7
2025-01-02,53,23.2,1.40,15.0
2025-01-03,61,22.7,4.30,15.6
2025-01-04,55,22.4,1.20,14.6
2025-01-05,65,22.4,16.80,16.1
2025-01-06,55,23.2,1.70,15.3
2025-01-07,63,21.9,9.70,13.0
2025-01-08,63,21.3,9.00,15.6
2025-01-09,53,20.6,1.70,15.5
2025-01-10,3,20.7,0.00,12.9
2025-01-11,51,21.1,0.70,15.0
2025-01-12,53,20.6,1.40,16.1
2025-01-13,3,20.1,0.00,16.3
2025-01-14,53,19.6,1.10,14.8
2025-01-15,51,22.0,1.80,14.8
2025-01-16,63,22.9,8.00,13.2
2025-01-17,55,23.4,5.90,17.1
2025-01-18,61,24.7,4.50,18.1
2025-01-19,61,26.0,3.00,11.2
2025-01-20,3,26.1,0.00,16.9
2025-01-21,51,27.2,0.20,20.4
2025-01-22,63,26.6,6.20,10.1
2025-01-23,65,23.9,13.00,12.1
2025-01-24,65,23.6,22.50,11.0
2025-01-25,65,24.1,11.30,12.8
2025-01-26,65,23.0,25.10,11.6
2025-01-27,63,21.8,15.00,8.3
2025-01-28,63,21.9,12.00,8.7
2025-01-29,65,22.1,37.70,8.4
2025-01-30,65,21.7,60.10,12.7
2025-01-31,63,21.2,23.70,17.8
2025-02-01,61,21.0,17.80,13.5
2025-02-02,63,21.9,21.10,18.1
2025-02-03,61,22.3,7.60,19.9
2025-02-04,61,23.2,7.60,16.3
2025-02-05,53,23.5,1.40,12.3
2025-02-06,53,24.3,1.00,10.3
2025-02-07,53,24.7,1.50,9.5
2025-02-08,61,23.8,4.10,14.4
2025-02-09,55,24.2,1.90,14.4
2025-02-10,53,24.6,2.20,7.2
2025-02-11,3,25.7,0.00,10.6
2025-02-12,51,26.9,0.10,13.4
2025-02-13,63,24.7,14.90,11.0
2025-02-14,55,23.4,2.90,9.1
2025-02-15,53,23.5,1.00,6.5
2025-02-16,51,26.3,0.10,13.8
2025-02-17,3,28.2,0.00,13.9
2025-02-18,63,26.9,9.10,10.8
2025-02-19,61,24.8,4.70,12.4
2025-02-20,63,25.2,15.60,12.1
2025-02-21,53,24.7,2.40,12.5
2025-02-22,55,23.6,2.60,10.9
2025-02-23,61,23.5,4.00,9.9
2025-02-24,61,24.6,2.30,9.2
2025-02-25,51,25.7,0.30,12.6
2025-02-26,51,26.0,0.10,11.2
2025-02-27,51,26.2,0.30,12.1
2025-02-28,53,25.3,1.10,11.1
2025-03-01,0,25.5,0.00,16.1
2025-03-02,1,26.4,0.00,17.0
2025-03-03,2,25.3,0.00,16.6
2025-03-04,1,25.1,0.00,12.7
2025-03-05,51,24.6,0.70,11.6
2025-03-06,53,23.9,0.80,14.5
2025-03-07,1,23.8,0.00,15.8
2025-03-08,53,24.1,0.80,13.5
2025-03-09,3,25.2,0.00,14.0
2025-03-10,63,23.7,14.00,11.2
2025-03-11,65,22.7,13.00,9.0
2025-03-12,55,23.4,3.50,11.0
2025-03-13,55,23.1,3.10,11.5
2025-03-14,63,22.1,7.80,10.7
2025-03-15,63,22.1,5.90,15.4
2025-03-16,65,21.0,14.90,16.4
2025-03-17,53,20.9,1.90,9.4
2025-03-18,61,22.4,7.00,8.7
2025-03-19,61,20.7,4.40,16.0
2025-03-20,51,20.1,0.10,13.2
2025-03-21,51,20.1,0.10,16.4
2025-03-22,3,22.7,0.00,16.1
2025-03-23,63,21.9,8.10,10.9
2025-03-24,61,21.9,2.90,9.8
2025-03-25,51,22.0,0.70,11.4
2025-03-26,63,20.8,10.00,10.6
2025-03-27,51,21.4,0.40,12.0
2025-03-28,61,22.3,2.40,14.1
2025-03-29,55,22.8,1.60,9.6
2025-03-30,51,22.9,0.40,11.5
2025-03-31,63,22.1,11.00,14.4
2025-04-01,53,22.6,2.00,9.5
2025-04-02,53,23.4,2.00,10.7
2025-04-03,63,22.7,14.40,9.7
2025-04-04,61,22.3,6.20,17.0
2025-04-05,53,17.8,3.70,18.4
2025-04-06,53,17.2,1.90,19.3
2025-04-07,51,18.0,0.10,17.3
2025-04-08,51,19.8,0.30,9.3
2025-04-09,63,21.9,10.10,15.7
2025-04-10,63,20.2,7.70,14.0
2025-04-11,51,20.2,0.60,12.0
2025-04-12,51,20.5,0.40,11.5
2025-04-13,55,22.0,1.00,14.2
2025-04-14,61,20.2,4.70,13.4
2025-04-15,3,19.6,0.00,11.2
2025-04-16,53,20.5,2.40,8.9
2025-04-17,51,20.8,0.70,10.1
2025-04-18,65,20.8,16.80,10.2
2025-04-19,61,20.7,5.40,15.9
2025-04-20,51,19.7,2.30,13.7
2025-04-21,51,18.5,1.30,13.1
2025-04-22,51,17.5,0.10,10.9
2025-04-23,3,18.3,0.00,13.0
2025-04-24,63,19.8,10.30,11.1
2025-04-25,65,19.0,35.80,9.7
2025-04-26,53,19.6,1.90,9.0
2025-04-27,51,20.8,0.30,7.6
2025-04-28,61,20.1,6.30,11.8
2025-04-29,51,18.3,0.50,11.2
2025-04-30,3,16.9,0.00,12.4
2025-05-01,3,16.6,0.00,11.8
2025-05-02,3,17.7,0.00,10.1
2025-05-03,3,18.3,0.00,10.4
2025-05-04,3,18.7,0.00,10.7
2025-05-05,3,18.5,0.00,8.9
2025-05-06,3,19.5,0.00,9.0
2025-05-07,3,20.9,0.00,7.9
2025-05-08,3,22.4,0.00,9.5
2025-05-09,3,23.9,0.00,15.6
2025-05-10,61,22.5,3.80,16.0
2025-05-11,61,16.9,4.40,14.3
2025-05-12,51,16.8,0.10,15.0
2025-05-13,51,17.4,0.30,10.7
2025-05-14,3,16.8,0.00,12.8
2025-05-15,1,16.7,0.00,9.6
2025-05-16,3,18.2,0.00,10.0
2025-05-17,3,19.3,0.00,8.1
2025-05-18,3,20.4,0.00,9.8
2025-05-19,3,21.1,0.00,7.6
2025-05-20,0,21.1,0.00,8.5
2025-05-21,51,20.8,0.30,9.4
2025-05-22,63,19.8,11.20,9.9
2025-05-23,51,18.5,0.80,11.6
2025-05-24,51,17.9,0.80,14.9
2025-05-25,2,18.5,0.00,11.9
2025-05-26,3,19.6,0.00,9.9
2025-05-27,3,20.3,0.00,16.7
2025-05-28,51,21.1,0.70,29.4
2025-05-29,53,16.3,2.10,20.9
2025-05-30,1,13.4,0.00,9.9
2025-05-31,3,16.4,0.00,11.5
2025-06-01,3,16.8,0.00,11.0
2025-06-02,51,18.5,0.10,12.3
2025-06-03,53,17.7,1.70,10.3
2025-06-04,51,19.7,0.10,15.8
2025-06-05,61,20.2,4.40,17.2
2025-06-06,53,17.8,2.60,10.1
2025-06-07,3,17.5,0.00,8.4
2025-06-08,53,17.6,1.70,15.0
2025-06-09,61,15.8,10.30,11.4
2025-06-10,51,14.6,1.90,9.0
2025-06-11,51,13.2,0.40,12.7
2025-06-12,51,11.7,0.40,14.0
2025-06-13,3,12.4,0.00,14.4
2025-06-14,3,13.6,0.00,13.3
2025-06-15,53,15.2,1.10,12.8
2025-06-16,1,16.7,0.00,12.5
2025-06-17,0,17.2,0.00,9.3
2025-06-18,3,17.3,0.00,12.9
2025-06-19,3,18.7,0.00,8.4
2025-06-20,3,19.0,0.00,13.9
2025-06-21,61,18.8,2.80,14.1
2025-06-22,53,19.1,1.30,11.9
2025-06-23,61,19.5,6.50,23.7
2025-06-24,61,14.5,6.00,17.4
2025-06-25,0,10.6,0.00,10.7
2025-06-26,0,16.9,0.00,15.7
2025-06-27,63,18.7,7.60,13.5
2025-06-28,3,18.5,0.00,12.3
2025-06-29,3,21.0,0.00,21.4
2025-06-30,51,17.6,0.10,13.2
2025-07-01,51,14.0,0.40,11.6
2025-07-02,51,11.4,0.40,12.0
2025-07-03,53,11.8,2.00,11.1
2025-07-04,51,13.7,0.60,11.2
2025-07-05,3,14.7,0.00,8.6
2025-07-06,3,13.7,0.00,12.7
2025-07-07,3,13.9,0.00,9.9
2025-07-08,3,15.8,0.00,11.8
2025-07-09,3,14.0,0.00,12.2
2025-07-10,3,15.1,0.00,12.0
2025-07-11,3,16.3,0.00,9.1
2025-07-12,51,17.6,0.10,13.1
2025-07-13,3,17.1,0.00,12.1
2025-07-14,3,15.9,0.00,11.0
2025-07-15,2,15.8,0.00,8.5
2025-07-16,0,16.7,0.00,9.2
2025-07-17,3,17.4,0.00,13.4
2025-07-18,3,18.6,0.00,20.2
2025-07-19,3,14.6,0.00,9.3
2025-07-20,3,14.0,0.00,9.4
2025-07-21,3,16.8,0.00,10.6
2025-07-22,3,18.5,0.00,13.7
2025-07-23,0,17.3,0.00,10.1
2025-07-24,51,15.8,0.10,13.8
2025-07-25,61,15.9,5.10,8.7
2025-07-26,3,17.0,0.00,8.3
2025-07-27,3,19.5,0.00,14.1
2025-07-28,51,20.6,0.30,30.4
2025-07-29,55,15.2,1.50,18.1
2025-07-30,3,11.6,0.00,9.9
2025-07-31,0,12.3,0.00,10.8
2025-08-01,3,15.2,0.00,11.1
2025-08-02,3,18.1,0.00,8.8
2025-08-03,3,18.9,0.00,14.8
2025-08-04,3,17.6,0.00,9.4
2025-08-05,51,15.9,0.40,11.7
2025-08-06,51,15.6,0.90,12.8
2025-08-07,3,17.3,0.00,10.0
2025-08-08,63,17.9,6.20,21.0
2025-08-09,53,14.9,2.70,15.4
2025-08-10,51,11.3,0.50,11.0
2025-08-11,3,11.2,0.00,13.0
2025-08-12,3,13.1,0.00,10.1
2025-08-13,3,16.0,0.00,10.3
2025-08-14,1,15.2,0.00,13.0
2025-08-15,3,14.7,0.00,14.4
2025-08-16,3,16.2,0.00,12.2
2025-08-17,3,17.8,0.00,8.9
2025-08-18,3,16.9,0.00,13.6
2025-08-19,3,18.0,0.00,13.9
2025-08-20,3,22.0,0.00,15.0
2025-08-21,51,23.3,0.50,12.3
2025-08-22,1,23.6,0.00,11.0
2025-08-23,3,25.1,0.00,16.0
2025-08-24,51,19.2,0.10,13.6
2025-08-25,3,18.3,0.00,13.3
2025-08-26,51,16.7,0.20,11.9
2025-08-27,61,17.0,8.30,11.6
2025-08-28,51,17.4,0.30,14.4
2025-08-29,65,16.6,9.00,9.4
2025-08-30,51,17.4,0.30,12.6
2025-08-31,2,17.1,0.00,13.5
2025-09-01,51,18.5,0.20,15.4
2025-09-02,61,19.6,2.20,13.7
2025-09-03,2,20.2,0.00,14.1
2025-09-04,3,21.1,0.00,10.2
2025-09-05,3,20.7,0.00,12.4
2025-09-06,51,16.4,0.30,13.6
2025-09-07,51,16.9,0.30,13.6
2025-09-08,3,20.5,0.00,12.0
2025-09-09,3,23.1,0.00,30.4
2025-09-10,2,19.6,0.00,11.4
2025-09-11,3,19.2,0.00,9.6
2025-09-12,3,17.5,0.00,12.6
2025-09-13,3,16.1,0.00,15.3
2025-09-14,3,17.1,0.00,15.7
2025-09-15,3,18.6,0.00,12.9
2025-09-16,61,19.4,1.50,19.2
2025-09-17,3,18.7,0.00,16.3
2025-09-18,51,18.1,0.10,14.6
2025-09-19,3,21.3,0.00,13.5
2025-09-20,3,24.7,0.00,15.6
2025-09-21,3,26.4,0.00,24.6
2025-09-22,63,22.0,9.00,26.8
2025-09-23,61,16.6,3.50,16.7
2025-09-24,51,15.4,0.50,16.5
2025-09-25,51,14.7,0.10,17.4
2025-09-26,51,14.4,0.60,17.2
2025-09-27,3,15.8,0.00,14.7
2025-09-28,3,18.9,0.00,12.5
2025-09-29,3,22.1,0.00,12.8
2025-09-30,3,23.5,0.00,13.2
2025-10-01,51,21.9,0.40,12.0
2025-10-02,3,19.9,0.00,12.7
2025-10-03,61,21.0,2.80,12.5
2025-10-04,55,19.9,2.70,10.4
2025-10-05,3,24.1,0.00,9.6
2025-10-06,3,27.0,0.00,12.4
2025-10-07,51,20.6,0.90,19.4
2025-10-08,63,15.7,13.60,19.8
2025-10-09,51,16.3,0.90,19.6
2025-10-10,63,17.0,10.70,13.2
2025-10-11,63,18.5,14.80,8.1
2025-10-12,51,21.2,0.20,13.8
2025-10-13,61,20.7,7.30,20.2
2025-10-14,51,19.9,0.40,15.3
2025-10-15,51,18.2,0.30,12.5
2025-10-16,3,20.5,0.00,13.6
2025-10-17,51,23.6,0.10,8.3
2025-10-18,63,20.1,32.90,18.3
2025-10-19,53,14.4,3.30,23.1
2025-10-20,51,13.1,0.30,17.6
2025-10-21,3,14.0,0.00,16.6
2025-10-22,2,15.2,0.00,14.1
2025-10-23,3,16.6,0.00,14.5
2025-10-24,3,18.6,0.00,13.7
2025-10-25,3,21.4,0.00,12.2
2025-10-26,3,24.5,0.00,10.6
2025-10-27,53,20.3,1.20,7.4
2025-10-28,63,19.7,13.90,7.6
2025-10-29,63,20.9,17.10,19.9
2025-10-30,63,16.7,8.50,11.3
2025-10-31,65,17.0,18.50,11.4
2025-11-01,51,20.5,1.10,10.8
2025-11-02,63,19.0,22.50,16.4
2025-11-03,63,20.6,6.70,17.0
2025-11-04,61,21.0,5.40,10.7
2025-11-05,63,22.7,4.80,19.0
2025-11-06,53,18.9,1.30,14.6
2025-11-07,53,19.4,0.80,12.9
2025-11-08,61,21.8,6.80,25.6
2025-11-09,51,16.9,0.80,18.5
2025-11-10,3,16.5,0.00,14.5
2025-11-11,2,17.7,0.00,14.3
2025-11-12,3,21.1,0.00,13.6
2025-11-13,53,22.8,1.30,9.2
2025-11-14,65,19.3,13.20,11.7
2025-11-15,3,20.2,0.00,11.9
2025-11-16,61,20.8,11.00,15.4
2025-11-17,63,21.8,17.90,13.8
2025-11-18,63,20.9,16.20,23.6
2025-11-19,51,18.9,0.10,14.5
2025-11-20,51,17.7,0.20,15.1
2025-11-21,2,21.0,0.00,14.2
2025-11-22,55,23.5,2.00,10.9
2025-11-23,65,20.1,13.10,14.6
2025-11-24,63,19.0,26.30,12.8
2025-11-25,51,18.2,1.70,12.5
2025-11-26,3,17.9,0.00,13.7
2025-11-27,3,17.7,0.00,14.3
2025-11-28,53,21.9,0.90,13.9
2025-11-29,3,24.0,0.00,13.2
2025-11-30,51,25.0,0.10,11.3
2025-12-01,51,23.8,0.30,11.9
2025-12-02,65,23.0,16.50,14.4
2025-12-03,63,22.7,5.40,13.4
2025-12-04,51,20.3,0.60,15.3
2025-12-05,51,20.9,0.20,16.9
2025-12-06,53,23.2,0.90,12.5
2025-12-07,55,24.8,1.60,10.8
2025-12-08,63,23.2,13.10,17.0
2025-12-09,61,20.4,14.80,25.1
2025-12-10,61,22.4,8.30,38.6
2025-12-11,3,24.2,0.00,23.1
2025-12-12,61,23.4,3.10,16.8
2025-12-13,63,21.7,23.70,19.2
2025-12-14,63,22.0,8.70,18.5
2025-12-15,55,23.9,2.20,14.5
2025-12-16,63,23.7,9.60,16.0
2025-12-17,55,17.6,8.60,19.1
2025-12-18,3,18.1,0.00,13.0
2025-12-19,51,20.0,0.40,12.9
2025-12-20,51,21.5,0.50,12.4
2025-12-21,51,23.9,0.30,13.3
2025-12-22,53,26.4,1.10,11.6
2025-12-23,51,27.4,0.20,12.5
2025-12-24,53,28.3,1.60,8.9
2025-12-25,53,28.7,1.40,9.4
2025-12-26,51,28.1,0.40,12.1
2025-12-27,63,27.3,4.40,9.7
2025-12-28,55,27.8,2.20,12.6
2025-12-29,65,26.5,11.50,13.6
2025-12-30,63,25.2,6.00,10.0
2025-12-31,63,23.7,14.50,14.9
2026-01-01,61,24.4,3.30,18.1
2026-01-02,63,23.0,13.90,18.3
2026-01-03,61,24.0,6.50,14.9
2026-01-04,53,21.7,2.00,14.4
2026-01-05,51,19.2,0.20,17.4
2026-01-06,51,20.7,0.80,15.2
2026-01-07,61,22.7,4.00,12.7
2026-01-08,63,22.8,14.50,13.6
2026-01-09,65,24.1,13.90,12.5
2026-01-10,51,26.4,0.30,13.5
2026-01-11,63,26.5,6.20,15.0
2026-01-12,51,27.5,0.20,14.5
2026-01-13,63,23.2,7.60,12.5
2026-01-14,65,22.3,18.30,10.2
2026-01-15,63,21.8,14.70,15.8
2026-01-16,65,22.1,20.10,10.9
2026-01-17,65,22.0,20.00,14.2
2026-01-18,63,22.1,14.00,16.7
2026-01-19,63,20.5,26.60,23.4
2026-01-20,53,18.1,3.30,19.3
2026-01-21,63,16.8,10.60,14.6
2026-01-22,63,17.5,13.10,14.2
2026-01-23,55,18.9,3.40,14.8
2026-01-24,55,20.0,3.00,13.4
2026-01-25,65,20.7,10.70,10.0
2026-01-26,61,20.9,4.80,9.6
2026-01-27,61,21.6,2.30,14.0
2026-01-28,55,22.2,2.40,8.7
2026-01-29,63,21.5,16.50,10.4
2026-01-30,63,20.8,24.30,14.8
2026-01-31,51,21.5,0.50,16.1
2026-02-01,55,22.5,3.70,22.5
2026-02-02,61,21.2,9.60,14.1
2026-02-03,65,21.8,25.60,13.4
2026-02-04,63,22.2,11.10,16.4
2026-02-05,61,21.7,7.30,12.2
2026-02-06,63,22.2,6.30,13.2
2026-02-07,65,22.3,12.80,8.7
2026-02-08,63,20.9,21.40,13.0
2026-02-09,63,19.9,16.80,7.1
2026-02-10,61,20.8,12.30,14.8
2026-02-11,65,22.1,30.10,18.4
2026-02-12,55,24.0,3.80,13.4
2026-02-13,53,25.8,0.80,9.6
2026-02-14,53,24.2,1.50,13.0
2026-02-15,3,24.4,0.00,12.4
2026-02-16,51,25.5,0.40,9.6
2026-02-17,61,26.4,4.30,11.8
2026-02-18,55,24.1,3.40,9.9
2026-02-19,53,23.1,2.90,11.4
2026-02-20,51,23.9,0.20,12.1
2026-02-21,63,23.8,10.70,14.5
2026-02-22,63,21.6,15.70,16.4
2026-02-23,63,21.3,9.80,12.9
2026-02-24,65,22.1,30.50,8.4
2026-02-25,63,22.7,18.30,10.5
2026-02-26,65,21.3,19.30,22.6
2026-02-27,51,20.2,2.00,15.1
2026-02-28,51,19.1,0.30,13.6
2026-03-01,3,18.7,0.00,13.0
2026-03-02,51,18.7,0.10,11.9
2026-03-03,3,20.0,0.00,12.5
2026-03-04,51,20.9,0.10,13.3
2026-03-05,53,22.2,1.30,12.3
2026-03-06,61,22.9,3.10,11.7
2026-03-07,63,22.3,24.20,14.8
2026-03-08,63,21.5,11.70,15.2
2026-03-09,63,20.1,12.80,13.0
2026-03-10,61,19.1,15.40,9.1
2026-03-11,63,19.6,18.50,8.5
2026-03-12,63,19.9,26.50,14.6
2026-03-13,61,20.3,4.60,10.6
2026-03-14,51,20.7,0.10,8.1
2026-03-15,51,22.8,0.90,10.9
2026-03-16,3,24.5,0.00,12.7
2026-03-17,51,23.8,0.40,12.9
2026-03-18,63,23.4,13.50,10.2
2026-03-19,61,22.5,8.40,9.1
2026-03-20,51,21.3,0.40,11.8
2026-03-21,3,22.8,0.00,12.3
2026-03-22,3,23.0,0.00,12.3
2026-03-23,51,23.2,0.50,14.7
2026-03-24,3,23.0,0.00,10.9
2026-03-25,61,23.7,2.60,9.9
2026-03-26,63,23.5,5.50,7.7
2026-03-27,1,23.6,0.00,14.1
2026-03-28,51,22.8,0.30,12.7
2026-03-29,3,23.2,0.00,12.0
2026-03-30,51,22.2,0.10,12.2
2026-03-31,63,20.5,12.40,9.8
2026-04-01,65,19.8,28.70,11.7
2026-04-02,61,21.7,5.50,13.2
2026-04-03,53,22.4,1.50,12.4
2026-04-04,61,22.3,1.50,10.4
2026-04-05,63,21.7,5.80,12.4
2026-04-06,51,22.0,0.50,12.4
2026-04-07,63,22.2,9.20,12.6
2026-04-08,51,22.2,0.90,16.5
2026-04-09,65,21.0,14.80,14.6
2026-04-10,53,18.6,1.50,10.3
2026-04-11,3,18.7,0.00,14.5
2026-04-12,3,19.2,0.00,12.1
2026-04-13,51,20.8,0.10,12.7
2026-04-14,3,20.5,0.00,14.8
2026-04-15,3,19.9,0.00,10.8
2026-04-16,3,20.9,0.00,10.3
2026-04-17,3,22.7,0.00,9.5
2026-04-18,61,23.2,3.10,14.4
2026-04-19,0,22.3,0.00,13.3
