"Date","Price","Open","High","Low","Vol.","Change %"
"09/30/2024","321.80","322.00","323.80","317.80","0.64K","0.23%"
"09/27/2024","321.05","324.20","325.00","318.15","0.58K","-0.93%"
"09/26/2024","324.05","319.10","325.50","318.45","0.68K","1.57%"
"09/25/2024","319.05","316.85","320.45","314.20","0.72K","0.42%"
"09/24/2024","317.70","313.30","320.50","313.00","0.83K","1.19%"
"09/23/2024","313.95","305.00","314.75","304.50","0.77K","3.85%"
"09/20/2024","302.30","302.30","302.30","302.30","","-2.36%"
"09/19/2024","309.60","308.00","308.00","308.00","0.02K","-0.31%"
"09/18/2024","310.55","311.70","311.70","311.70","0.01K","-0.78%"
"09/17/2024","313.00","310.00","310.00","309.25","0.06K","0.32%"
"09/16/2024","312.00","309.00","309.00","309.00","0.04K","-1.56%"
"09/13/2024","316.95","299.00","300.10","299.00","0.02K","4.38%"
"09/12/2024","303.65","298.00","298.00","298.00","0.02K","1.12%"
"09/11/2024","300.30","296.00","296.00","296.00","0.03K","0.64%"
"09/10/2024","298.40","301.00","301.00","301.00","0.00K","-0.63%"
"09/09/2024","300.30","298.00","298.50","298.00","0.05K","4.33%"
"09/06/2024","287.85","293.00","293.00","293.00","0.02K","-2.92%"
"09/05/2024","296.50","298.00","299.00","297.00","0.04K","0.47%"
"09/04/2024","295.10","298.00","298.00","298.00","0.02K","-0.54%"
"09/03/2024","296.70","298.00","298.00","298.00","0.02K","-0.64%"
"09/02/2024","298.60","298.00","298.00","298.00","0.02K","0.00%"
"08/30/2024","298.60","299.90","305.60","266.55","0.26K","-1.57%"
"08/29/2024","303.35","312.95","313.60","300.00","0.08K","-3.64%"
"08/28/2024","314.80","312.50","314.00","306.70","0.14K","0.45%"
"08/27/2024","313.40","304.05","315.50","303.20","0.22K","3.36%"
"08/26/2024","303.20","300.80","304.80","300.00","0.09K","0.40%"
"08/23/2024","302.00","299.50","302.30","296.30","0.11K","1.41%"
"08/22/2024","297.80","304.65","304.65","296.00","0.19K","-2.20%"
"08/21/2024","304.50","302.50","306.55","300.75","0.15K","0.20%"
"08/20/2024","303.90","302.00","306.35","301.60","0.27K","0.73%"
"08/19/2024","301.70","302.55","306.00","298.50","0.39K","-0.56%"
"08/16/2024","303.40","297.50","304.10","297.45","0.15K","1.47%"
"08/15/2024","299.00","295.50","299.95","295.50","0.38K","0.89%"
"08/14/2024","296.35","290.45","297.75","290.00","0.46K","2.05%"
"08/13/2024","290.40","301.80","302.00","289.40","0.76K","-3.46%"
"08/12/2024","300.80","289.25","303.60","289.00","0.73K","3.47%"
"08/09/2024","290.70","300.50","301.70","287.90","1.03K","-2.87%"
"08/08/2024","299.30","298.55","305.10","298.05","0.41K","-0.73%"
"08/07/2024","301.50","294.50","304.90","294.00","0.56K","2.08%"
"08/06/2024","295.35","285.80","297.55","285.80","0.46K","3.67%"
"08/05/2024","284.90","289.00","289.10","278.10","0.67K","-1.49%"
"08/02/2024","289.20","286.00","290.35","285.00","0.29K","1.38%"
"08/01/2024","285.25","287.00","288.50","282.85","0.56K","-0.58%"
"07/31/2024","286.90","287.55","293.00","284.75","0.43K","-0.61%"
"07/30/2024","288.65","287.00","291.45","286.05","0.36K","0.14%"
"07/29/2024","288.25","286.50","289.65","284.80","0.36K","0.07%"
"07/26/2024","288.05","292.00","292.00","286.50","0.39K","-1.84%"
"07/25/2024","293.45","288.70","294.50","286.20","0.71K","1.65%"
"07/24/2024","288.70","296.55","296.55","286.85","0.91K","-4.48%"
"07/23/2024","302.25","302.25","302.25","302.25","","-1.31%"
"07/22/2024","306.25","306.25","306.25","306.25","","2.25%"
"07/19/2024","299.50","299.50","299.50","299.50","","-2.25%"
"07/18/2024","306.40","306.40","306.40","306.40","","-1.68%"
"07/17/2024","311.65","311.65","311.65","311.65","","0.84%"
"07/16/2024","309.05","309.05","309.05","309.05","","0.54%"
"07/15/2024","307.40","307.40","307.40","307.40","","-2.64%"
"07/12/2024","315.75","315.75","315.75","315.75","","1.58%"
"07/11/2024","310.85","310.85","310.85","310.85","","0.45%"
"07/10/2024","309.45","309.45","309.45","309.45","","-2.63%"
"07/09/2024","317.80","317.80","317.80","317.80","","7.04%"
"07/08/2024","296.90","296.90","296.90","296.90","","2.70%"
"07/05/2024","289.10","289.10","289.10","289.10","","2.03%"
"07/04/2024","283.35","283.35","283.35","283.35","","0.00%"
"07/03/2024","283.35","283.35","283.35","283.35","","-1.44%"
"07/02/2024","287.50","287.50","287.50","287.50","","1.11%"
"07/01/2024","284.35","284.35","284.35","284.35","","-1.08%"
"06/28/2024","287.45","287.45","287.45","287.45","","0.33%"
"06/27/2024","286.50","286.50","286.50","286.50","","0.88%"
"06/26/2024","284.00","284.00","284.00","284.00","","-2.20%"
"06/25/2024","290.40","290.40","290.40","290.40","","-3.01%"
"06/24/2024","299.40","299.40","299.40","299.40","","5.33%"
"06/21/2024","284.25","284.25","284.25","284.25","","-1.69%"
"06/20/2024","289.15","289.15","289.15","289.15","","1.85%"
"06/19/2024","283.90","283.90","283.90","283.90","","0.00%"
"06/18/2024","283.90","283.90","283.90","283.90","","-0.39%"
"06/17/2024","285.00","295.45","295.45","285.00","","1.41%"
"06/14/2024","281.05","281.05","281.05","281.05","","-0.88%"
"06/13/2024","283.55","283.55","283.55","283.55","","0.80%"
"06/12/2024","281.30","281.30","281.30","281.30","","1.83%"
"06/11/2024","276.25","295.45","295.45","276.25","","-0.40%"
"06/10/2024","277.35","277.35","277.35","277.35","","-1.60%"
"06/07/2024","281.85","295.45","295.45","281.85","","-4.23%"
"06/06/2024","294.30","294.30","294.30","294.30","","1.03%"
"06/05/2024","291.30","291.30","291.30","291.30","","-0.88%"
"06/04/2024","293.90","293.90","293.90","293.90","","3.41%"
"06/03/2024","284.20","284.20","284.20","284.20","","1.99%"
"05/31/2024","278.65","278.65","278.65","278.65","","-3.26%"
"05/29/2024","288.05","288.05","288.05","288.05","","-0.69%"
"05/28/2024","290.05","290.05","290.05","290.05","","6.15%"
"05/27/2024","273.25","273.25","273.25","273.25","","0.00%"
"05/24/2024","273.25","273.25","273.25","273.25","","1.28%"
"05/23/2024","269.80","269.80","269.80","269.80","","-0.53%"
"05/22/2024","271.25","271.25","271.25","271.25","","1.57%"
"05/21/2024","267.05","267.05","267.05","267.05","","5.39%"
"05/20/2024","253.40","253.40","253.40","253.40","","0.60%"
"05/17/2024","251.90","251.90","251.90","251.90","","4.74%"
"05/16/2024","240.50","240.50","240.50","240.50","","-0.93%"
"05/15/2024","242.75","242.75","242.75","242.75","","-0.86%"
"05/14/2024","244.85","244.85","244.85","244.85","","1.35%"
"05/13/2024","241.60","241.60","241.60","241.60","","-2.15%"
"05/10/2024","246.90","246.90","246.90","246.90","","0.39%"
"05/09/2024","245.95","245.95","245.95","245.95","","1.88%"
"05/08/2024","241.40","241.40","241.40","241.40","","0.69%"
"05/07/2024","239.75","239.75","239.75","239.75","","-0.93%"
"05/06/2024","242.00","242.00","242.00","242.00","","-2.77%"
"05/03/2024","248.90","248.90","248.90","248.90","","-1.45%"
"05/02/2024","252.55","252.55","252.55","252.55","","-5.75%"
"04/30/2024","267.95","295.45","295.45","295.45","0.00K","-5.98%"
"04/29/2024","285.00","285.00","285.00","285.00","","1.39%"
"04/26/2024","281.10","275.00","275.00","275.00","0.00K","-0.64%"
"04/25/2024","282.90","280.50","280.50","280.00","0.00K","1.67%"
"04/24/2024","278.25","278.25","278.25","278.25","","1.92%"
"04/23/2024","273.00","273.50","273.50","273.50","0.00K","-1.46%"
"04/22/2024","277.05","277.05","277.05","277.05","","-4.45%"
"04/19/2024","289.95","287.65","287.75","284.50","0.01K","0.71%"
"04/18/2024","287.90","290.25","290.25","290.25","0.00K","-3.58%"
"04/17/2024","298.60","283.40","289.00","283.40","0.00K","5.21%"
"04/16/2024","283.80","283.40","283.40","283.40","","2.49%"
"04/15/2024","276.90","276.50","279.10","274.25","0.03K","-0.05%"
"04/12/2024","277.05","277.05","277.05","277.05","","2.10%"
"04/11/2024","271.35","271.35","271.35","271.35","","2.86%"
"04/10/2024","263.80","263.80","263.80","263.80","","-0.53%"
"04/09/2024","265.20","259.05","259.05","259.05","0.00K","1.24%"
"04/08/2024","261.95","261.95","261.95","261.95","","-0.70%"
"04/05/2024","263.80","254.10","254.10","254.10","0.00K","2.97%"
"04/04/2024","256.20","251.20","252.75","249.75","0.01K","1.65%"
"04/03/2024","252.05","249.90","250.00","249.70","0.01K","3.17%"
"04/02/2024","244.30","243.00","244.10","243.00","0.00K","3.32%"
"04/01/2024","236.45","236.45","236.45","236.45","","1.68%"
"03/28/2024","232.55","232.55","232.55","232.55","","-1.02%"
"03/27/2024","234.95","232.00","235.75","232.00","0.02K","1.49%"
"03/26/2024","231.50","232.00","232.00","232.00","0.02K","1.38%"
"03/25/2024","228.35","228.35","228.35","228.35","","0.46%"
"03/22/2024","227.30","227.30","227.30","227.30","","-0.48%"
"03/21/2024","228.40","228.40","228.40","228.40","","4.48%"
"03/20/2024","218.60","218.60","218.60","218.60","","-0.39%"
"03/19/2024","219.45","219.45","219.45","219.45","","0.78%"
"03/18/2024","217.75","217.75","217.75","217.75","","-0.59%"
"03/15/2024","219.05","219.05","219.05","219.05","","-4.88%"
"03/14/2024","230.30","230.30","230.30","230.30","","-0.17%"
"03/13/2024","230.70","230.70","230.70","230.70","","-2.10%"
"03/12/2024","235.65","228.25","228.25","228.25","0.00K","0.60%"
"03/11/2024","234.25","233.25","233.25","233.25","0.00K","1.69%"
"03/08/2024","230.35","234.00","234.00","228.00","0.02K","-3.84%"
"03/07/2024","239.55","239.55","239.55","239.55","","2.20%"
"03/06/2024","234.40","234.40","234.40","234.40","","-0.32%"
"03/05/2024","235.15","235.00","235.00","235.00","0.00K","-1.32%"
"03/04/2024","238.30","228.90","231.00","228.40","0.02K","2.03%"
"03/01/2024","233.55","239.00","239.00","216.25","0.05K","-1.14%"
"02/29/2024","236.25","233.50","245.50","232.50","0.08K","1.13%"
"02/28/2024","233.60","232.95","235.60","232.50","0.08K","1.85%"
"02/27/2024","229.35","230.20","231.00","228.05","0.13K","-0.86%"
"02/26/2024","231.35","236.15","236.15","230.30","0.07K","0.28%"
"02/23/2024","230.70","233.20","234.05","230.50","0.32K","-1.11%"
"02/22/2024","233.30","235.95","237.05","232.60","0.43K","-0.53%"
"02/21/2024","234.55","235.30","236.00","232.85","0.16K","0.39%"
"02/20/2024","233.65","233.50","236.55","232.00","0.66K","-0.06%"
"02/19/2024","233.80","234.00","234.25","232.90","0.11K","0.09%"
"02/16/2024","233.60","232.85","234.25","231.15","0.28K","0.24%"
"02/15/2024","233.05","233.00","233.85","231.15","0.64K","0.93%"
"02/14/2024","230.90","237.05","237.90","230.00","0.39K","-2.84%"
"02/09/2024","237.65","234.20","238.30","234.00","0.65K","1.45%"
"02/08/2024","234.25","236.20","236.50","233.70","0.41K","-0.36%"
"02/07/2024","235.10","232.60","236.95","232.25","0.48K","1.14%"
"02/06/2024","232.45","233.65","234.10","231.00","0.49K","-0.68%"
"02/05/2024","234.05","235.20","237.45","233.30","0.50K","-1.10%"
"02/02/2024","236.65","238.60","238.75","234.75","0.37K","-0.84%"
"02/01/2024","238.65","237.85","239.50","234.60","0.40K","0.34%"
"01/31/2024","237.85","237.15","238.55","235.60","0.22K","0.27%"
"01/30/2024","237.20","234.20","240.45","234.00","0.67K","1.56%"
"01/29/2024","233.55","235.10","236.00","233.00","0.39K","-1.23%"
"01/26/2024","236.45","231.25","237.35","231.05","0.66K","2.32%"
"01/25/2024","231.10","236.00","236.50","230.05","0.47K","-1.41%"
"01/24/2024","234.40","237.00","239.45","233.00","1.01K","-0.51%"
"01/23/2024","235.60","236.90","237.40","232.20","0.54K","0.58%"
"01/22/2024","234.25","229.20","237.30","228.75","1.32K","3.22%"
"01/19/2024","226.95","223.50","230.90","221.60","0.97K","2.69%"
"01/18/2024","221.00","222.00","224.00","216.55","0.73K","0.00%"
"01/17/2024","221.00","227.05","227.05","219.00","1.02K","-2.15%"
"01/16/2024","225.85","221.00","228.25","221.00","1.10K","2.13%"
"01/15/2024","221.15","221.10","223.30","219.20","0.09K","-0.41%"
"01/12/2024","222.05","226.50","229.50","221.05","0.46K","-1.75%"
"01/11/2024","226.00","223.65","230.00","223.65","0.89K","1.35%"
"01/10/2024","223.00","227.70","228.50","222.00","0.53K","-1.35%"
"01/09/2024","226.05","226.55","228.50","224.25","0.69K","1.76%"
"01/08/2024","222.15","224.15","226.50","220.60","0.41K","-1.13%"
"01/05/2024","224.70","228.20","229.85","223.00","0.66K","-1.45%"
"01/04/2024","228.00","229.00","229.40","226.50","0.52K","-0.15%"
"01/03/2024","228.35","235.35","236.40","227.40","0.54K","-2.16%"
"01/02/2024","233.40","242.00","242.00","232.05","0.70K","-3.41%"
"12/28/2023","241.65","240.15","244.80","238.75","0.34K","0.02%"
"12/27/2023","241.60","238.20","243.15","237.40","0.40K","2.07%"
"12/26/2023","236.70","236.50","238.90","234.55","0.17K","0.68%"
"12/22/2023","235.10","236.30","237.95","231.05","0.40K","-0.57%"
"12/21/2023","236.45","234.80","240.00","234.00","0.53K","1.22%"
"12/20/2023","233.60","246.00","247.05","233.30","0.94K","-10.46%"
"12/19/2023","260.90","260.90","260.90","247.05","0.02K","4.86%"
"12/18/2023","248.80","248.80","248.80","248.80","","4.30%"
"12/15/2023","238.55","238.55","238.55","238.55","","0.95%"
"12/14/2023","236.30","231.00","231.00","231.00","0.01K","3.14%"
"12/13/2023","229.10","228.00","228.00","228.00","0.01K","2.07%"
"12/12/2023","224.45","226.50","226.50","226.50","0.01K","-1.64%"
"12/11/2023","228.20","220.00","220.00","220.00","0.02K","5.40%"
"12/08/2023","216.50","219.00","219.00","219.00","0.01K","-0.21%"
"12/07/2023","216.95","237.00","237.00","236.00","0.02K","0.16%"
"12/06/2023","216.60","225.50","225.50","225.50","0.01K","-5.00%"
"12/05/2023","228.00","230.00","230.70","230.00","0.00K","1.79%"
"12/04/2023","224.00","225.90","225.95","224.00","0.10K","-1.78%"
"12/01/2023","228.05","235.00","239.00","227.45","0.00K","-0.63%"
"11/30/2023","229.50","214.50","233.00","214.50","0.04K","8.03%"
"11/29/2023","212.45","215.85","218.15","211.00","0.20K","-0.96%"
"11/28/2023","214.50","212.30","214.05","208.00","0.12K","2.51%"
"11/27/2023","209.25","205.30","213.35","205.30","0.11K","0.53%"
"11/24/2023","208.15","209.00","210.70","207.50","0.06K","-0.64%"
"11/23/2023","209.50","208.00","208.00","208.00","0.02K","0.00%"
"11/22/2023","209.50","208.50","210.10","205.50","0.30K","0.60%"
"11/21/2023","208.25","208.50","209.50","207.40","0.09K","-0.36%"
"11/20/2023","209.00","206.75","211.45","204.05","0.17K","2.98%"
"11/17/2023","202.95","211.20","211.20","204.55","0.10K","-3.24%"
"11/16/2023","209.75","209.00","213.05","209.00","0.19K","0.07%"
"11/14/2023","209.60","211.60","212.80","209.00","0.26K","-0.71%"
"11/13/2023","211.10","208.55","212.45","205.00","0.25K","0.98%"
"11/10/2023","209.05","211.30","211.75","206.80","0.24K","-1.28%"
"11/09/2023","211.75","209.25","212.00","209.00","0.24K","1.71%"
"11/08/2023","208.20","205.75","210.00","205.75","0.32K","1.04%"
"11/07/2023","206.05","207.75","208.15","204.45","0.45K","-0.53%"
"11/06/2023","207.15","204.50","208.00","202.15","0.50K","1.97%"
"11/03/2023","203.15","192.65","204.50","192.50","0.60K","5.20%"
"11/01/2023","193.10","197.10","198.50","192.00","0.65K","-3.01%"
"10/31/2023","199.10","193.25","199.65","192.75","0.35K","3.24%"
"10/30/2023","192.85","193.25","195.00","192.10","0.34K","-1.25%"
"10/27/2023","195.30","195.20","197.70","193.00","0.38K","0.15%"
"10/26/2023","195.00","194.75","198.00","193.75","0.20K","-0.64%"
"10/25/2023","196.25","203.15","203.60","195.50","0.57K","-2.36%"
"10/24/2023","201.00","198.30","203.65","198.20","0.46K","1.11%"
"10/23/2023","198.80","196.80","200.00","196.60","0.49K","0.40%"
"10/20/2023","198.00","195.00","198.30","193.85","0.55K","1.49%"
"10/19/2023","195.10","191.10","195.70","191.00","0.81K","1.99%"
"10/18/2023","191.30","190.00","193.00","189.00","0.64K","0.74%"
"10/17/2023","189.90","187.15","191.00","186.50","0.58K","1.47%"
"10/16/2023","187.15","187.50","188.40","185.40","0.38K","-0.08%"
"10/13/2023","187.30","181.00","189.15","180.70","0.90K","3.91%"
"10/11/2023","180.25","179.50","181.45","178.10","0.30K","-0.03%"
"10/10/2023","180.30","179.00","181.40","176.10","0.46K","1.01%"
"10/09/2023","178.50","178.05","180.85","177.85","0.26K","0.00%"
"10/06/2023","178.50","177.30","179.10","177.00","0.22K","0.31%"
"10/05/2023","177.95","178.50","179.95","177.20","0.31K","-0.31%"
"10/04/2023","178.50","180.10","181.50","178.00","0.23K","-0.97%"
"10/03/2023","180.25","182.75","183.70","180.00","0.42K","-0.93%"
"10/02/2023","181.95","177.50","184.70","177.30","0.99K","1.59%"
"09/29/2023","179.10","178.95","180.10","176.55","0.37K","-1.00%"
"09/28/2023","180.90","182.40","183.00","178.50","0.39K","-0.90%"
"09/27/2023","182.55","183.65","184.50","180.70","0.41K","-1.06%"
"09/26/2023","184.50","183.00","185.75","182.50","0.39K","0.74%"
"09/25/2023","183.15","185.00","185.50","182.30","0.31K","-1.53%"
"09/22/2023","186.00","190.05","190.05","184.60","0.68K","-8.35%"
"09/21/2023","202.95","202.95","202.95","190.00","0.01K","-2.10%"
"09/20/2023","207.30","196.50","196.50","196.50","0.01K","-1.07%"
"09/19/2023","209.55","209.55","209.55","209.55","","5.89%"
"09/18/2023","197.90","193.00","193.00","192.00","0.01K","0.30%"
"09/15/2023","197.30","189.00","189.50","189.00","0.01K","3.57%"
"09/14/2023","190.50","185.50","185.50","185.50","0.01K","1.44%"
"09/13/2023","187.80","186.00","186.00","186.00","0.01K","0.24%"
"09/12/2023","187.35","186.50","186.50","186.50","0.01K","-0.58%"
"09/11/2023","188.45","188.45","188.45","188.45","","3.86%"
"09/08/2023","181.45","188.75","188.75","188.75","0.00K","-3.87%"
"09/06/2023","188.75","188.75","188.75","188.75","","0.24%"
"09/05/2023","188.30","186.80","186.80","183.00","0.02K","0.32%"
"09/04/2023","187.70","187.10","187.10","186.55","0.01K","0.00%"
"09/01/2023","187.70","189.90","189.90","189.25","0.01K","-1.21%"
"08/31/2023","190.00","190.45","190.45","189.50","0.02K","0.13%"
"08/30/2023","189.75","187.10","189.65","182.25","0.02K","1.42%"
"08/29/2023","187.10","189.50","190.05","186.70","0.09K","-1.14%"
"08/28/2023","189.25","193.00","193.00","188.70","0.02K","0.03%"
"08/25/2023","189.20","190.95","192.25","186.65","0.09K","-0.71%"
"08/24/2023","190.55","190.45","194.00","188.10","0.04K","-0.50%"
"08/23/2023","191.50","188.70","191.80","187.20","0.07K","1.38%"
"08/22/2023","188.90","189.00","191.50","187.50","0.16K","-0.66%"
"08/21/2023","190.15","191.35","193.15","188.50","0.09K","0.08%"
"08/18/2023","190.00","188.00","191.00","185.20","0.09K","1.06%"
"08/17/2023","188.00","189.50","189.90","186.05","0.46K","-0.53%"
"08/16/2023","189.00","186.55","189.85","184.30","0.34K","1.07%"
"08/15/2023","187.00","185.95","187.90","183.85","0.39K","0.43%"
"08/14/2023","186.20","189.50","190.20","185.20","0.38K","-2.67%"
"08/11/2023","191.30","192.75","193.50","189.55","0.47K","-1.19%"
"08/10/2023","193.60","192.00","196.30","191.50","0.47K","0.36%"
"08/09/2023","192.90","194.40","194.95","191.00","0.23K","-0.59%"
"08/08/2023","194.05","195.95","196.00","193.35","0.32K","-1.75%"
"08/07/2023","197.50","194.00","197.40","194.00","0.27K","1.52%"
"08/04/2023","194.55","196.30","197.00","193.50","1.08K","-1.57%"
"08/03/2023","197.65","199.65","201.50","196.50","0.62K","-0.65%"
"08/02/2023","198.95","196.40","200.50","194.70","0.88K","1.61%"
"08/01/2023","195.80","197.00","200.00","194.50","0.68K","-0.08%"
"07/31/2023","195.95","189.80","198.95","188.50","0.64K","3.51%"
"07/28/2023","189.30","192.70","193.20","189.25","0.28K","-2.42%"
"07/27/2023","194.00","195.30","197.10","192.70","1.91K","-0.49%"
"07/26/2023","194.95","193.50","195.60","191.30","0.32K","1.09%"
"07/25/2023","192.85","193.25","195.60","193.10","0.29K","-0.77%"
"07/24/2023","194.35","191.35","196.60","191.00","0.46K","9.03%"
"07/21/2023","178.25","187.40","191.80","186.05","0.01K","1.11%"
"07/20/2023","176.30","176.30","176.30","176.30","","1.82%"
"07/19/2023","173.15","173.15","173.15","173.15","","-2.09%"
"07/18/2023","176.85","176.85","176.85","176.85","","0.37%"
"07/17/2023","176.20","176.20","176.20","176.20","","-5.12%"
"07/14/2023","185.70","185.70","185.70","185.70","","1.89%"
"07/13/2023","182.25","182.25","182.25","182.25","","0.44%"
"07/12/2023","181.45","181.45","181.45","181.45","","-0.41%"
"07/11/2023","182.20","182.20","182.20","182.20","","-1.75%"
"07/10/2023","185.45","185.45","185.45","185.45","","-0.75%"
"07/07/2023","186.85","186.85","186.85","186.85","","0.32%"
"07/06/2023","186.25","186.25","186.25","186.25","","0.92%"
"07/05/2023","184.55","184.55","184.55","184.55","","-1.02%"
"07/04/2023","186.45","186.45","186.45","186.45","","0.00%"
"07/03/2023","186.45","186.45","186.45","186.45","","1.08%"
"06/30/2023","184.45","184.45","184.45","184.45","","-1.84%"
"06/29/2023","187.90","187.90","187.90","187.90","","-1.42%"
"06/28/2023","190.60","190.60","190.60","190.60","","-2.58%"
"06/27/2023","195.65","195.65","195.65","195.65","","1.03%"
"06/26/2023","193.65","193.65","193.65","193.65","","-0.08%"
"06/23/2023","193.80","193.80","193.80","193.80","","-2.44%"
"06/22/2023","198.65","198.65","198.65","198.65","","-0.20%"
"06/21/2023","199.05","199.05","199.05","199.05","","-3.49%"
"06/20/2023","206.25","206.25","206.25","206.25","","-4.56%"
"06/19/2023","216.10","216.10","216.10","216.10","","0.00%"
"06/16/2023","216.10","216.10","216.10","216.10","","-1.28%"
"06/15/2023","218.90","218.90","218.90","218.90","","1.60%"
"06/14/2023","215.45","215.45","215.45","215.45","","1.03%"
"06/13/2023","213.25","213.25","213.25","213.25","","-4.65%"
"06/12/2023","223.65","223.65","223.65","223.65","","-2.93%"
"06/09/2023","230.40","230.40","230.40","230.40","","3.11%"
"06/07/2023","223.45","223.45","223.45","223.45","","1.68%"
"06/06/2023","219.75","219.75","219.75","219.75","","-0.29%"
"06/05/2023","220.40","220.40","220.40","220.40","","1.71%"
"06/02/2023","216.70","216.70","216.70","216.70","","-1.66%"
"06/01/2023","220.35","220.35","220.35","220.35","","2.70%"
"05/31/2023","214.55","214.55","214.55","214.55","","0.96%"
"05/30/2023","212.50","212.50","212.50","212.50","","-2.72%"
"05/29/2023","218.45","218.45","218.45","218.45","","0.00%"
"05/26/2023","218.45","218.45","218.45","218.45","","-0.66%"
"05/25/2023","219.90","219.90","219.90","219.90","","-3.09%"
"05/24/2023","226.90","226.90","226.90","226.90","","-0.07%"
"05/23/2023","227.05","227.05","227.05","227.05","","-1.00%"
"05/22/2023","229.35","225.00","225.00","225.00","0.00K","-1.59%"
"05/19/2023","233.05","225.00","225.00","225.00","0.00K","3.14%"
"05/18/2023","225.95","221.00","221.00","221.00","0.00K","0.36%"
"05/17/2023","225.15","225.15","225.15","225.15","","-0.29%"
"05/16/2023","225.80","226.50","226.50","226.50","0.00K","-1.55%"
"05/15/2023","229.35","222.00","222.00","222.00","0.00K","4.25%"
"05/12/2023","220.00","218.40","218.50","218.40","0.01K","0.11%"
"05/11/2023","219.75","218.45","218.45","218.45","0.00K","-0.99%"
"05/10/2023","221.95","223.00","223.00","223.00","0.00K","-0.34%"
"05/09/2023","222.70","222.50","222.50","222.50","0.01K","0.66%"
"05/08/2023","221.25","223.00","223.00","223.00","0.01K","-2.38%"
"05/05/2023","226.65","225.00","225.00","225.00","0.01K","2.77%"
"05/04/2023","220.55","222.00","222.00","222.00","0.01K","-1.65%"
"05/03/2023","224.25","221.95","222.00","221.95","0.01K","-2.31%"
"05/02/2023","229.55","229.55","229.55","229.55","","0.46%"
"04/28/2023","228.50","230.00","230.50","227.00","0.57K","-1.30%"
"04/27/2023","231.50","234.00","236.00","229.80","0.02K","-4.14%"
"04/26/2023","241.50","237.05","238.00","234.75","0.03K","1.90%"
"04/25/2023","237.00","237.00","237.90","235.00","0.02K","-3.25%"
"04/24/2023","244.95","244.00","246.50","241.05","0.05K","-0.89%"
"04/20/2023","247.15","251.05","251.35","245.00","0.04K","-3.63%"
"04/19/2023","256.45","260.00","260.00","254.00","0.08K","-1.37%"
"04/18/2023","260.00","258.90","261.00","257.00","0.09K","0.42%"
"04/17/2023","258.90","252.05","258.25","252.05","0.07K","4.04%"
"04/14/2023","248.85","257.45","257.55","250.75","0.10K","-1.41%"
"04/13/2023","252.40","245.05","255.90","245.00","0.06K","3.17%"
"04/12/2023","244.65","242.75","247.00","242.50","0.07K","-0.14%"
"04/11/2023","245.00","240.00","245.00","239.60","0.08K","2.64%"
"04/10/2023","238.70","238.00","241.50","236.70","0.10K","-0.54%"
"04/06/2023","240.00","235.05","238.50","235.05","0.24K","1.48%"
"04/05/2023","236.50","235.50","237.00","233.85","0.08K","3.39%"
"04/04/2023","228.75","228.00","235.00","228.00","0.10K","-0.80%"
"04/03/2023","230.60","224.50","232.00","224.50","0.04K","3.41%"
"03/31/2023","223.00","220.95","224.35","220.95","0.05K","1.13%"
"03/30/2023","220.50","218.45","220.65","217.85","0.08K","2.11%"
"03/29/2023","215.95","222.40","222.55","217.90","0.07K","-2.42%"
"03/28/2023","221.30","223.65","223.65","221.35","0.08K","-1.84%"
"03/27/2023","225.45","229.95","230.30","226.00","0.05K","-1.36%"
"03/24/2023","228.55","223.05","227.00","222.50","0.04K","3.21%"
"03/23/2023","221.45","225.80","225.80","220.95","0.07K","-1.47%"
"03/22/2023","224.75","224.75","225.85","224.75","0.00K","-1.34%"
"03/21/2023","227.80","227.80","227.80","227.80","","1.06%"
"03/20/2023","225.40","225.40","225.40","225.40","","1.12%"
"03/17/2023","222.90","222.90","222.90","222.90","","-1.46%"
"03/16/2023","226.20","226.20","226.20","226.20","","4.55%"
"03/15/2023","216.35","216.35","216.35","216.35","","-1.70%"
"03/14/2023","220.10","223.50","223.50","223.50","0.10K","-1.37%"
"03/13/2023","223.15","223.15","223.15","223.15","","0.56%"
"03/10/2023","221.90","221.90","221.90","221.90","","2.59%"
"03/09/2023","216.30","216.30","216.30","216.30","","-0.94%"
"03/08/2023","218.35","218.35","218.35","218.35","","-2.93%"
"03/07/2023","224.95","224.95","224.95","224.95","","1.26%"
"03/06/2023","222.15","222.15","222.15","222.15","","1.00%"
"03/03/2023","219.95","219.95","219.95","219.95","","-1.85%"
"03/02/2023","224.10","224.10","224.10","224.10","","-0.80%"
"03/01/2023","225.90","217.00","222.00","217.00","0.01K","-2.90%"
"02/28/2023","232.65","235.50","236.00","229.00","0.12K","-0.17%"
"02/27/2023","233.05","237.00","240.00","234.30","0.10K","-0.28%"
"02/24/2023","233.70","235.40","237.35","233.00","0.08K","-1.37%"
"02/23/2023","236.95","240.90","241.75","235.90","0.16K","-1.74%"
"02/22/2023","241.15","233.50","242.40","233.50","0.12K","3.21%"
"02/17/2023","233.65","230.05","234.35","229.00","0.37K","0.41%"
"02/16/2023","232.70","231.00","232.40","228.50","0.17K","2.24%"
"02/15/2023","227.60","234.80","235.95","228.10","0.41K","-3.74%"
"02/14/2023","236.45","232.80","237.65","231.50","0.38K","1.70%"
"02/13/2023","232.50","233.95","237.80","231.20","0.54K","0.00%"
"02/10/2023","232.50","232.65","233.95","231.25","0.18K","-0.39%"
