"Date","Price","Open","High","Low","Vol.","Change %"
"06/28/2021","192.15","187.40","187.40","187.40","","3.56%"
"06/25/2021","185.55","187.70","187.70","184.90","0.00K","3.57%"
"06/24/2021","179.15","179.15","179.15","179.15","","-0.56%"
"06/23/2021","180.15","180.15","180.15","180.15","","1.41%"
"06/22/2021","177.65","177.65","177.65","177.65","","-0.81%"
"06/21/2021","179.10","179.10","179.10","179.10","","1.85%"
"06/18/2021","175.85","175.85","175.85","175.85","","0.26%"
"06/17/2021","175.40","175.40","175.40","175.40","","-2.80%"
"06/16/2021","180.45","180.45","180.45","180.45","","1.60%"
"06/15/2021","177.60","177.60","177.60","177.60","","-2.12%"
"06/14/2021","181.45","181.45","181.45","181.45","","-2.39%"
"06/11/2021","185.90","185.90","185.90","185.90","","-0.88%"
"06/10/2021","187.55","187.55","187.55","187.55","","1.08%"
"06/09/2021","185.55","188.00","188.00","188.00","","-0.35%"
"06/08/2021","186.20","186.20","186.20","186.20","","-1.72%"
"06/07/2021","189.45","189.45","189.45","189.45","","-1.04%"
"06/04/2021","191.45","191.45","191.45","191.45","","0.34%"
"06/02/2021","190.80","192.25","192.25","192.25","0.20K","0.08%"
"06/01/2021","190.65","190.65","190.65","190.65","","-0.88%"
"05/31/2021","192.35","192.35","192.35","192.35","","0.00%"
"05/28/2021","192.35","192.35","192.35","192.35","","5.05%"
"05/27/2021","183.10","183.10","183.10","183.10","","-0.25%"
"05/26/2021","183.55","183.55","183.55","183.55","","3.91%"
"05/25/2021","176.65","176.65","176.65","176.65","","1.15%"
"05/24/2021","174.65","174.65","174.65","174.65","","1.93%"
"05/21/2021","171.35","171.35","171.35","171.35","","-0.64%"
"05/20/2021","172.45","172.45","172.45","172.45","","0.00%"
"05/19/2021","172.45","172.45","172.45","172.45","","-1.37%"
"05/18/2021","174.85","178.50","178.50","177.50","0.00K","5.43%"
"05/17/2021","165.85","171.50","171.50","171.50","0.06K","0.61%"
"05/14/2021","164.85","164.85","164.85","164.85","","-1.11%"
"05/13/2021","166.70","172.25","172.25","171.50","0.06K","-0.09%"
"05/12/2021","166.85","173.25","173.40","173.25","0.14K","-1.68%"
"05/11/2021","169.70","173.25","173.25","173.25","0.14K","0.24%"
"05/10/2021","169.30","174.70","174.70","171.70","0.11K","-3.53%"
"05/07/2021","175.50","176.25","176.25","176.25","0.10K","-0.90%"
"05/06/2021","177.10","178.15","178.15","178.15","0.00K","3.87%"
"05/05/2021","170.50","165.00","165.00","165.00","0.05K","5.67%"
"05/04/2021","161.35","170.00","170.00","162.25","0.10K","1.61%"
"05/03/2021","158.80","158.80","158.80","158.80","","-1.00%"
"04/30/2021","160.40","162.00","164.45","162.00","0.01K","-1.17%"
"04/29/2021","162.30","164.65","167.40","162.65","0.02K","-2.32%"
"04/28/2021","166.15","165.35","166.40","165.35","0.00K","-0.03%"
"04/27/2021","166.20","162.80","167.00","161.50","0.03K","0.82%"
"04/26/2021","164.85","156.85","163.50","156.85","0.36K","4.10%"
"04/23/2021","158.35","154.85","157.60","154.10","0.09K","2.16%"
"04/22/2021","155.00","150.85","154.50","150.30","0.04K","0.85%"
"04/20/2021","153.70","149.90","153.10","149.90","0.05K","2.30%"
"04/19/2021","150.25","151.15","152.00","150.30","0.07K","0.64%"
"04/16/2021","149.30","151.35","151.35","148.25","0.02K","-3.05%"
"04/15/2021","154.00","151.50","153.10","150.55","0.34K","0.52%"
"04/14/2021","153.20","149.85","154.05","148.65","0.33K","1.79%"
"04/13/2021","150.50","148.10","150.70","147.80","0.10K","1.35%"
"04/12/2021","148.50","146.85","148.50","142.15","0.11K","0.61%"
"04/09/2021","147.60","147.90","149.70","145.00","0.16K","-0.54%"
"04/08/2021","148.40","145.50","148.45","144.70","0.62K","1.82%"
"04/07/2021","145.75","145.25","147.60","144.30","0.03K","-1.05%"
"04/06/2021","147.30","141.30","145.00","140.10","0.04K","4.47%"
"04/05/2021","141.00","141.95","141.95","139.75","0.01K","0.46%"
"04/01/2021","140.35","143.55","144.75","140.05","0.03K","-1.75%"
"03/31/2021","142.85","142.90","143.00","139.70","0.02K","1.38%"
"03/30/2021","140.90","144.95","145.65","141.35","0.06K","-4.02%"
"03/29/2021","146.80","147.40","149.10","146.00","0.35K","-1.28%"
"03/26/2021","148.70","146.55","148.35","145.60","0.04K","1.71%"
"03/25/2021","146.20","145.00","147.50","144.80","0.98K","0.10%"
"03/24/2021","146.05","146.00","147.75","144.30","0.10K","6.53%"
"03/23/2021","137.10","147.80","149.85","146.00","0.00K","-1.97%"
"03/22/2021","139.85","139.85","147.80","139.85","0.00K","0.97%"
"03/19/2021","138.50","145.50","145.50","145.50","","-0.89%"
"03/18/2021","139.75","149.50","149.50","149.50","0.06K","-5.77%"
"03/17/2021","148.30","149.50","149.50","149.50","0.08K","-0.84%"
"03/16/2021","149.55","149.50","149.50","149.50","0.02K","2.12%"
"03/15/2021","146.45","146.45","146.45","146.45","","-0.88%"
"03/12/2021","147.75","149.00","149.00","149.00","0.06K","0.58%"
"03/11/2021","146.90","147.50","147.50","147.50","0.06K","2.26%"
"03/10/2021","143.65","147.00","147.00","147.00","0.03K","0.42%"
"03/09/2021","143.05","143.05","143.05","143.05","","-0.14%"
"03/08/2021","143.25","144.00","144.00","144.00","0.05K","0.28%"
"03/05/2021","142.85","149.00","149.00","148.00","0.12K","0.32%"
"03/04/2021","142.40","149.00","149.00","149.00","","-2.50%"
"03/03/2021","146.05","146.05","146.05","146.05","","-1.82%"
"03/02/2021","148.75","148.75","148.75","148.75","","-1.72%"
"03/01/2021","151.35","154.00","154.00","154.00","0.09K","-1.46%"
"02/26/2021","153.60","158.45","158.45","150.25","0.01K","-1.98%"
"02/25/2021","156.70","155.95","155.95","155.95","0.00K","3.09%"
"02/24/2021","152.00","152.90","155.90","151.75","0.06K","-1.04%"
"02/23/2021","153.60","148.25","153.85","148.25","0.17K","2.23%"
"02/22/2021","150.25","144.60","151.20","141.35","0.19K","3.76%"
"02/19/2021","144.80","144.50","145.00","143.15","0.12K","-0.10%"
"02/18/2021","144.95","142.95","144.95","142.20","0.34K","1.01%"
"02/17/2021","143.50","141.55","142.85","141.50","0.09K","4.06%"
"02/12/2021","137.90","138.50","140.10","137.90","0.08K","-0.04%"
"02/11/2021","137.95","138.80","140.20","137.50","0.61K","-1.25%"
"02/10/2021","139.70","141.00","141.00","139.20","0.11K","-0.60%"
"02/09/2021","140.55","142.00","142.20","140.70","0.11K","-1.06%"
"02/08/2021","142.05","142.45","143.15","141.35","0.05K","-0.39%"
"02/05/2021","142.60","142.55","143.80","142.30","0.13K","0.42%"
"02/04/2021","142.00","142.45","142.45","139.70","0.12K","-0.66%"
"02/03/2021","142.95","142.20","142.60","141.00","0.14K","0.53%"
"02/02/2021","142.20","143.20","144.20","142.00","0.12K","-0.59%"
"02/01/2021","143.05","142.45","144.50","141.50","0.14K","0.39%"
"01/29/2021","142.50","141.70","142.15","140.25","0.14K","0.42%"
"01/28/2021","141.90","144.00","144.00","142.00","0.14K","-1.39%"
"01/27/2021","143.90","142.75","143.50","142.30","0.19K","0.70%"
"01/26/2021","142.90","142.00","145.00","142.00","0.29K","0.42%"
"01/22/2021","142.30","145.05","145.55","142.60","0.18K","-1.79%"
"01/21/2021","144.90","142.90","145.00","142.25","0.11K","1.15%"
"01/20/2021","143.25","144.20","144.65","142.10","0.12K","-0.93%"
"01/19/2021","144.60","144.75","146.95","143.80","0.11K","-0.10%"
"01/18/2021","144.75","147.00","147.00","143.50","0.10K","0.00%"
"01/15/2021","144.75","145.50","148.25","145.00","0.55K","0.07%"
"01/14/2021","144.65","141.00","144.00","140.75","0.18K","1.97%"
"01/13/2021","141.85","137.85","141.75","137.85","0.38K","3.13%"
"01/12/2021","137.55","137.50","139.10","136.95","0.27K","-0.04%"
"01/11/2021","137.60","139.20","140.00","136.75","0.38K","-1.47%"
"01/08/2021","139.65","136.60","140.60","136.15","0.36K","1.75%"
"01/07/2021","137.25","138.50","139.85","138.00","0.09K","-0.76%"
"01/06/2021","138.30","140.50","141.15","137.90","0.25K","-1.88%"
"01/05/2021","140.95","142.30","142.30","139.45","0.28K","-0.63%"
"01/04/2021","141.85","140.90","143.60","140.90","0.17K","1.14%"
"12/30/2020","140.25","140.95","142.20","140.30","0.08K","-0.25%"
"12/29/2020","140.60","138.00","141.15","138.00","0.17K","1.88%"
"12/28/2020","138.00","139.30","140.50","136.50","0.17K","-1.15%"
"12/23/2020","139.60","139.00","140.45","139.00","0.09K","1.16%"
"12/22/2020","138.00","139.60","141.60","138.85","0.14K","-0.11%"
"12/21/2020","138.15","139.40","140.50","136.60","0.16K","0.11%"
"12/18/2020","138.00","138.00","140.50","138.00","0.01K","-1.29%"
"12/17/2020","139.80","139.80","139.80","139.80","","0.00%"
"12/16/2020","139.80","139.80","139.80","139.80","","1.90%"
"12/15/2020","137.20","137.20","137.20","137.20","","-0.44%"
"12/14/2020","137.80","137.80","137.80","137.80","","4.47%"
"12/11/2020","131.90","131.90","131.90","131.90","","0.57%"
"12/10/2020","131.15","131.15","131.15","131.15","","3.84%"
"12/09/2020","126.30","126.30","126.30","126.30","","-2.24%"
"12/08/2020","129.20","129.20","129.20","129.20","","0.16%"
"12/07/2020","129.00","129.00","129.00","129.00","","1.65%"
"12/04/2020","126.90","126.90","126.90","126.90","","-2.35%"
"12/03/2020","129.95","127.85","127.85","127.85","0.00K","0.81%"
"12/02/2020","128.90","128.50","128.50","128.00","0.01K","1.26%"
"12/01/2020","127.30","131.00","131.30","131.00","0.02K","-5.00%"
"11/30/2020","134.00","131.75","131.75","130.00","0.02K","-0.96%"
"11/27/2020","135.30","130.50","131.60","128.65","0.07K","7.55%"
"11/26/2020","125.80","124.00","127.00","123.25","0.06K","0.00%"
"11/25/2020","125.80","123.05","127.15","123.05","0.18K","1.45%"
"11/24/2020","124.00","125.20","125.50","121.65","0.11K","-1.35%"
"11/23/2020","125.70","127.00","128.20","124.75","0.09K","0.56%"
"11/20/2020","125.00","129.50","132.00","125.45","0.12K","-5.05%"
"11/19/2020","131.65","130.50","131.00","128.35","0.09K","0.92%"
"11/18/2020","130.45","126.65","131.90","126.65","0.38K","3.04%"
"11/17/2020","126.60","125.20","127.50","125.05","0.09K","-1.75%"
"11/16/2020","128.85","119.55","125.45","118.00","0.29K","7.02%"
"11/13/2020","120.40","119.95","120.10","119.00","0.03K","-0.91%"
"11/12/2020","121.50","119.30","120.95","118.55","0.76K","1.08%"
"11/11/2020","120.20","119.40","121.50","119.40","0.61K","1.78%"
"11/10/2020","118.10","118.75","119.50","118.00","0.38K","0.51%"
"11/09/2020","117.50","118.55","122.65","117.50","0.18K","0.21%"
"11/06/2020","117.25","113.90","117.25","113.90","0.10K","1.47%"
"11/05/2020","115.55","112.60","115.00","112.30","0.13K","3.49%"
"11/04/2020","111.65","113.30","113.30","111.45","0.17K","-0.53%"
"11/03/2020","112.25","113.30","114.20","112.75","0.51K","-1.10%"
"10/30/2020","113.50","113.55","115.55","113.15","0.11K","0.49%"
"10/29/2020","112.95","113.95","115.00","112.25","0.12K","-0.48%"
"10/28/2020","113.50","116.30","116.35","113.10","0.20K","-1.60%"
"10/27/2020","115.35","115.00","116.90","114.55","0.38K","0.35%"
"10/26/2020","114.95","113.90","115.50","113.75","0.40K","1.23%"
"10/23/2020","113.55","114.25","114.25","113.00","0.13K","-1.26%"
"10/22/2020","115.00","112.45","114.65","111.75","0.24K","2.91%"
"10/21/2020","111.75","112.10","115.50","111.50","0.26K","-0.45%"
"10/20/2020","112.25","114.05","114.45","110.75","0.42K","-0.66%"
"10/19/2020","113.00","114.80","115.00","113.15","0.45K","-1.27%"
"10/16/2020","114.45","116.75","117.60","114.10","0.33K","-2.64%"
"10/15/2020","117.55","118.70","118.70","113.00","0.41K","-0.13%"
"10/14/2020","117.70","117.25","119.50","116.50","0.39K","0.56%"
"10/13/2020","117.05","118.20","119.10","115.50","0.51K","-0.97%"
"10/09/2020","118.20","117.60","120.20","116.50","0.30K","0.64%"
"10/08/2020","117.45","116.35","118.00","115.25","0.47K","0.86%"
"10/07/2020","116.45","113.80","117.00","113.00","0.51K","2.46%"
"10/06/2020","113.65","113.95","116.00","113.65","0.16K","0.26%"
"10/05/2020","113.35","114.30","114.40","112.05","0.25K","-1.00%"
"10/02/2020","114.50","112.75","115.50","110.70","0.61K","2.23%"
"10/01/2020","112.00","116.90","117.00","112.00","0.56K","-3.99%"
"09/30/2020","116.65","116.35","118.10","116.10","0.34K","1.61%"
"09/29/2020","114.80","115.25","116.50","114.60","0.19K","0.00%"
"09/28/2020","114.80","121.30","121.30","114.20","0.53K","-4.41%"
"09/25/2020","120.10","117.50","121.50","117.00","0.39K","2.78%"
"09/24/2020","116.85","117.35","118.00","115.75","0.20K","0.73%"
"09/23/2020","116.00","116.20","119.20","114.05","0.42K","3.57%"
"09/22/2020","112.00","112.00","116.45","112.00","0.02K","-1.32%"
"09/21/2020","113.50","113.50","113.50","113.50","","0.62%"
"09/18/2020","112.80","112.80","112.80","112.80","","-5.01%"
"09/17/2020","118.75","118.75","118.75","118.75","","-2.66%"
"09/16/2020","122.00","125.40","125.40","125.40","0.00K","-1.77%"
"09/15/2020","124.20","124.20","124.20","124.20","","-1.43%"
"09/14/2020","126.00","126.00","126.00","126.00","","-8.99%"
"09/11/2020","138.45","138.45","138.45","138.45","","0.80%"
"09/10/2020","137.35","137.35","137.35","137.35","","2.81%"
"09/09/2020","133.60","133.60","133.60","133.60","","-3.01%"
"09/08/2020","137.75","137.75","137.75","137.75","","-1.89%"
"09/04/2020","140.40","140.40","140.40","140.40","","3.12%"
"09/03/2020","136.15","135.00","135.00","135.00","0.19K","0.11%"
"09/02/2020","136.00","136.00","136.00","136.00","","-0.40%"
"09/01/2020","136.55","141.00","141.00","141.00","0.07K","2.09%"
"08/31/2020","133.75","132.00","135.00","132.00","0.02K","3.64%"
"08/28/2020","129.05","122.50","127.50","120.50","0.03K","4.45%"
"08/27/2020","123.55","125.00","126.85","122.00","0.08K","0.16%"
"08/26/2020","123.35","126.00","127.70","126.00","0.01K","-0.44%"
"08/25/2020","123.90","121.75","125.60","121.45","0.04K","3.25%"
"08/24/2020","120.00","119.05","123.00","119.00","0.08K","0.38%"
"08/21/2020","119.55","118.80","120.40","114.90","0.27K","1.61%"
"08/20/2020","117.65","117.90","117.90","117.00","0.02K","0.13%"
"08/19/2020","117.50","117.95","120.45","115.25","0.10K","-0.93%"
"08/18/2020","118.60","116.70","118.90","116.00","0.15K","2.11%"
"08/17/2020","116.15","116.00","117.00","115.00","0.08K","0.96%"
"08/14/2020","115.05","117.20","118.85","115.00","0.09K","-1.71%"
"08/13/2020","117.05","113.55","117.40","112.00","0.21K","2.45%"
"08/12/2020","114.25","114.50","116.00","112.00","0.04K","0.84%"
"08/11/2020","113.30","114.50","114.90","112.25","0.13K","-1.44%"
"08/10/2020","114.95","117.70","119.60","114.50","0.23K","-1.96%"
"08/07/2020","117.25","121.05","123.00","116.50","0.30K","-1.72%"
"08/06/2020","119.30","125.30","125.50","121.00","0.22K","-4.79%"
"08/05/2020","125.30","125.00","126.80","123.25","0.00K","0.52%"
"08/04/2020","124.65","121.95","124.00","118.65","0.07K","3.44%"
"08/03/2020","120.50","120.50","123.70","119.80","0.17K","-1.83%"
"07/31/2020","122.75","117.50","122.85","117.50","0.15K","2.59%"
"07/30/2020","119.65","114.25","119.85","114.00","0.35K","3.50%"
"07/29/2020","115.60","114.00","115.60","113.85","0.19K","2.30%"
"07/28/2020","113.00","113.05","114.00","111.25","0.11K","-0.88%"
"07/27/2020","114.00","112.00","115.00","112.00","0.06K","0.88%"
"07/24/2020","113.00","112.65","113.00","110.50","0.10K","-6.19%"
"07/23/2020","120.45","113.10","113.40","110.50","0.05K","-0.99%"
"07/22/2020","121.65","121.65","121.65","111.60","0.02K","5.19%"
"07/21/2020","115.65","115.65","115.65","115.65","","2.35%"
"07/20/2020","113.00","113.00","113.00","113.00","","-2.88%"
"07/17/2020","116.35","116.35","116.35","116.35","","4.73%"
"07/16/2020","111.10","111.10","111.10","111.10","","1.37%"
"07/15/2020","109.60","109.60","109.60","109.60","","-0.90%"
"07/14/2020","110.60","110.60","110.60","110.60","","-0.85%"
"07/13/2020","111.55","111.55","111.55","111.55","","1.50%"
"07/10/2020","109.90","109.90","109.90","109.90","","-1.83%"
"07/09/2020","111.95","111.95","111.95","111.95","","-1.45%"
"07/08/2020","113.60","113.60","113.60","113.60","","-0.35%"
"07/07/2020","114.00","114.00","114.00","114.00","","2.43%"
"07/06/2020","111.30","111.30","111.30","111.30","","-5.68%"
"07/03/2020","118.00","118.00","118.00","118.00","","0.00%"
"07/02/2020","118.00","118.00","118.00","118.00","","-0.88%"
"07/01/2020","119.05","119.05","119.05","119.05","","3.43%"
"06/30/2020","115.10","115.10","115.10","115.10","","1.63%"
"06/29/2020","113.25","113.25","113.25","113.25","","3.61%"
"06/26/2020","109.30","109.30","109.30","109.30","","0.97%"
"06/25/2020","108.25","108.25","108.25","108.25","","-2.17%"
"06/24/2020","110.65","110.65","110.65","110.65","","0.50%"
"06/23/2020","110.10","110.10","110.10","110.10","","0.36%"
"06/22/2020","109.70","109.70","109.70","109.70","","2.72%"
"06/19/2020","106.80","106.80","106.80","106.80","","-1.02%"
"06/18/2020","107.90","107.90","107.90","107.90","","-2.00%"
"06/17/2020","110.10","110.10","110.10","110.10","","3.23%"
"06/16/2020","106.65","106.65","106.65","106.65","","-0.42%"
"06/15/2020","107.10","107.10","107.10","107.10","","-1.47%"
"06/12/2020","108.70","108.70","108.70","108.70","","-1.85%"
"06/10/2020","110.75","110.75","110.75","110.75","","-1.25%"
"06/09/2020","112.15","112.15","112.15","112.15","","-1.28%"
"06/08/2020","113.60","113.60","113.60","113.60","","0.00%"
"06/05/2020","113.60","113.60","113.60","113.60","","0.89%"
"06/04/2020","112.60","112.60","112.60","112.60","","-1.10%"
"06/03/2020","113.85","113.85","113.85","113.85","","1.07%"
"06/02/2020","112.65","112.65","112.65","112.65","","-0.13%"
"06/01/2020","112.80","112.80","112.80","112.80","","2.41%"
"05/29/2020","110.15","110.15","110.15","110.15","","-3.25%"
"05/28/2020","113.85","113.85","113.85","113.85","","-3.80%"
"05/27/2020","118.35","118.35","118.35","118.35","","-2.83%"
"05/26/2020","121.80","121.80","121.80","121.80","","1.67%"
"05/25/2020","119.80","119.80","119.80","119.80","","0.00%"
"05/22/2020","119.80","119.80","119.80","119.80","","8.91%"
"05/21/2020","110.00","110.00","110.00","110.00","","-0.99%"
"05/20/2020","111.10","111.10","111.10","111.10","","-1.51%"
"05/19/2020","112.80","112.80","112.80","112.80","","-0.75%"
"05/18/2020","113.65","113.65","113.65","113.65","","1.07%"
"05/15/2020","112.45","112.45","112.45","112.45","","-0.13%"
"05/14/2020","112.60","112.60","112.60","112.60","","1.62%"
"05/13/2020","110.80","110.80","110.80","110.80","","-2.38%"
"05/12/2020","113.50","113.50","113.50","113.50","","-3.77%"
"05/11/2020","117.95","117.95","117.95","117.95","","-1.26%"
"05/08/2020","119.45","119.45","119.45","119.45","","3.02%"
"05/07/2020","115.95","115.95","115.95","115.95","","-2.11%"
"05/06/2020","118.45","118.45","118.45","118.45","","0.55%"
"05/05/2020","117.80","117.80","117.80","117.80","","3.83%"
"05/04/2020","113.45","111.00","111.00","111.00","0.10K","1.07%"
"04/30/2020","112.25","112.25","112.25","112.25","","1.17%"
"04/29/2020","110.95","113.50","113.50","111.00","0.03K","-2.55%"
"04/28/2020","113.85","113.00","113.85","113.00","0.02K","1.47%"
"04/27/2020","112.20","112.10","112.10","110.60","0.01K","-0.71%"
"04/24/2020","113.00","115.60","115.60","112.00","0.04K","-3.09%"
"04/23/2020","116.60","119.00","119.45","117.20","0.14K","1.48%"
"04/22/2020","114.90","116.50","116.50","116.20","0.01K","-3.40%"
"04/20/2020","118.95","122.15","123.35","121.00","0.02K","-2.58%"
"04/17/2020","122.10","124.60","124.60","124.60","0.14K","-2.67%"
"04/16/2020","125.45","127.50","127.50","126.70","0.20K","-1.65%"
"04/15/2020","127.55","123.50","127.00","123.50","0.02K","3.20%"
"04/14/2020","123.60","126.00","126.00","125.00","0.09K","-2.64%"
"04/13/2020","126.95","126.00","126.00","126.00","0.01K","1.20%"
"04/09/2020","125.45","128.00","128.00","128.00","0.01K","-1.26%"
"04/08/2020","127.05","127.05","127.05","127.05","","-0.12%"
"04/07/2020","127.20","127.75","127.75","126.90","0.04K","0.83%"
"04/06/2020","126.15","124.30","124.30","123.40","0.01K","1.94%"
"04/03/2020","123.75","123.75","123.75","123.75","","-2.21%"
"04/02/2020","126.55","124.30","126.50","124.30","0.02K","2.22%"
"04/01/2020","123.80","123.80","123.80","123.80","","-0.48%"
"03/31/2020","124.40","124.65","124.65","124.65","0.00K","-1.03%"
"03/30/2020","125.70","125.50","126.00","125.50","0.04K","5.54%"
"03/27/2020","119.10","123.55","125.50","123.55","0.00K","-8.91%"
"03/26/2020","130.75","131.00","131.00","131.00","0.00K","-8.12%"
"03/25/2020","142.30","130.80","131.75","130.50","0.20K","4.21%"
"03/24/2020","136.55","130.00","132.45","130.00","0.04K","-1.73%"
"03/23/2020","138.95","130.00","130.00","130.00","","1.61%"
"03/20/2020","136.75","136.75","136.75","136.75","","-3.12%"
"03/19/2020","141.15","141.15","141.15","141.15","","8.79%"
"03/18/2020","129.75","118.50","118.50","118.50","0.02K","-0.88%"
"03/09/2020","130.90","129.00","129.00","129.00","0.00K","-2.68%"
"03/04/2020","134.50","134.50","134.50","134.50","","-2.89%"
"03/02/2020","138.50","135.25","138.50","135.25","0.03K","6.95%"
"02/28/2020","129.50","126.95","129.50","126.95","0.06K","4.02%"
"02/27/2020","124.50","127.50","129.50","124.20","0.00K","-2.16%"
"02/26/2020","127.25","127.25","127.25","127.25","","-1.74%"
"02/21/2020","129.50","124.50","130.70","123.65","0.16K","4.60%"
"02/20/2020","123.80","123.80","123.80","123.80","0.02K","-3.32%"
"02/19/2020","128.05","128.05","128.05","128.05","0.00K","0.27%"
"02/18/2020","127.70","127.70","127.70","127.70","0.23K","-2.56%"
"02/17/2020","131.05","130.50","130.90","130.50","0.00K","0.00%"
"02/14/2020","131.05","125.00","131.00","125.00","0.16K","4.92%"
"02/13/2020","124.90","121.05","125.20","121.00","0.10K","3.22%"
"02/12/2020","121.00","119.05","121.75","119.00","0.13K","-0.08%"
"02/11/2020","121.10","120.45","120.45","118.90","0.24K","0.21%"
"02/10/2020","120.85","118.40","120.20","117.50","0.21K","2.20%"
"02/07/2020","118.25","118.55","118.95","117.20","0.03K","0.21%"
"02/06/2020","118.00","119.00","119.00","117.10","0.11K","0.47%"
"02/05/2020","117.45","118.15","118.95","117.50","0.04K","0.17%"
"02/04/2020","117.25","119.10","119.50","116.60","0.11K","0.04%"
"02/03/2020","117.20","120.00","120.00","116.80","0.03K","-1.22%"
"01/31/2020","118.65","117.60","121.00","116.80","0.40K","1.28%"
"01/30/2020","117.15","117.05","119.35","116.40","0.22K","-0.64%"
"01/29/2020","117.90","120.35","120.65","117.00","0.13K","-2.16%"
"01/28/2020","120.50","123.50","123.50","121.30","0.08K","-1.67%"
"01/27/2020","122.55","124.60","125.40","122.50","0.09K","-3.69%"
"01/24/2020","127.25","131.50","131.50","127.50","0.29K","-2.49%"
"01/23/2020","130.50","128.15","131.75","128.15","0.07K","1.64%"
"01/22/2020","128.40","128.00","129.50","127.85","0.03K","-0.04%"
"01/21/2020","128.45","129.50","130.80","127.70","0.09K","-1.12%"
"01/20/2020","129.90","130.40","130.40","129.50","0.01K","-0.46%"
"01/17/2020","130.50","132.00","132.00","129.10","0.18K","-0.84%"
"01/16/2020","131.60","133.40","133.70","130.85","0.27K","-1.35%"
"01/15/2020","133.40","134.60","135.00","132.40","0.15K","-0.60%"
"01/14/2020","134.20","133.15","134.50","131.80","0.16K","0.34%"
"01/13/2020","133.75","134.70","134.80","132.40","0.36K","-3.01%"
"01/10/2020","137.90","137.50","138.10","135.80","0.15K","1.55%"
"01/09/2020","135.80","138.00","139.70","135.75","0.17K","-1.74%"
"01/08/2020","138.20","141.30","141.30","137.00","0.46K","-2.12%"
"01/07/2020","141.20","140.00","142.25","138.30","0.34K","0.25%"
"01/06/2020","140.85","140.85","143.20","140.00","0.53K","-2.46%"
"01/03/2020","144.40","144.55","146.40","144.00","0.09K","-0.69%"
"01/02/2020","145.40","148.30","149.10","145.00","0.53K","-4.41%"
"12/30/2019","152.10","151.20","151.75","148.85","0.04K","-0.29%"
"12/27/2019","152.55","145.45","151.00","145.45","0.10K","4.74%"
"12/26/2019","145.65","145.55","147.60","145.55","0.02K","1.85%"
"12/23/2019","143.00","146.60","146.60","143.20","0.13K","-3.70%"
"12/20/2019","148.50","147.00","149.50","145.25","0.43K","2.45%"
"12/19/2019","144.95","152.20","152.20","144.60","0.56K","-1.56%"
"12/18/2019","147.25","147.25","147.25","147.25","","-0.44%"
"12/17/2019","147.90","147.90","147.90","147.90","","-3.11%"
"12/16/2019","152.65","152.65","152.65","152.65","","5.82%"
"12/13/2019","144.25","144.25","144.25","144.25","","-5.60%"
"12/12/2019","152.80","152.80","152.80","152.80","","1.80%"
"12/11/2019","150.10","150.10","150.10","150.10","","1.62%"
"12/10/2019","147.70","147.70","147.70","147.70","","4.46%"
"12/09/2019","141.40","137.00","137.00","137.00","0.00K","3.48%"
"12/06/2019","136.65","138.50","138.50","138.50","0.00K","-0.26%"
"12/05/2019","137.00","136.00","137.50","136.00","0.02K","3.36%"
"12/04/2019","132.55","132.55","132.55","132.55","","-2.21%"
"12/03/2019","135.55","133.25","133.25","133.25","0.00K","1.35%"
"12/02/2019","133.75","129.85","132.00","129.85","0.20K","3.00%"
"11/29/2019","129.85","127.50","130.10","127.50","0.03K","1.29%"
"11/28/2019","128.20","128.10","129.10","126.50","0.03K","0.00%"
"11/27/2019","128.20","128.50","128.50","124.00","0.19K","1.67%"
"11/26/2019","126.10","127.25","128.00","125.20","1.08K","-2.17%"
"11/25/2019","128.90","124.50","128.25","124.50","0.05K","3.41%"
"11/22/2019","124.65","125.50","126.10","123.70","0.10K","-0.68%"
"11/21/2019","125.50","117.50","126.10","117.50","0.30K","7.45%"
"11/19/2019","116.80","120.80","121.70","117.10","0.21K","-3.11%"
"11/18/2019","120.55","121.45","122.70","120.40","0.22K","-2.66%"
"11/14/2019","123.85","125.20","125.20","122.30","0.12K","-0.36%"
"11/13/2019","124.30","122.90","124.50","122.00","0.15K","1.14%"
"11/12/2019","122.90","123.00","123.90","121.55","0.07K","-0.45%"
"11/11/2019","123.45","126.30","126.30","122.25","0.14K","-3.55%"
"11/08/2019","128.00","127.95","128.15","126.00","0.14K","0.04%"
"11/07/2019","127.95","125.40","128.15","125.25","0.19K","0.75%"
"11/06/2019","127.00","124.50","127.25","123.95","0.35K","1.68%"
"11/05/2019","124.90","122.50","125.10","121.95","0.35K","1.38%"
"11/04/2019","123.20","123.25","124.20","122.30","0.13K","-0.36%"
"11/01/2019","123.65","120.75","122.90","120.55","0.13K","2.02%"
"10/31/2019","121.20","118.25","120.80","117.50","0.35K","1.89%"
"10/30/2019","118.95","118.40","119.55","116.00","0.17K","0.46%"
"10/29/2019","118.40","119.55","121.45","118.60","0.52K","-0.96%"
"10/28/2019","119.55","118.10","120.10","117.40","0.27K","1.18%"
"10/25/2019","118.15","114.50","118.50","114.30","0.33K","3.28%"
"10/24/2019","114.40","116.30","117.00","113.80","0.13K","-1.25%"
"10/23/2019","115.85","116.90","117.40","115.75","0.19K","-1.28%"
"10/22/2019","117.35","113.55","117.70","113.05","0.44K","2.71%"
"10/21/2019","114.25","113.55","114.35","112.50","0.23K","0.75%"
"10/18/2019","113.40","110.75","114.00","110.45","0.28K","3.37%"
